这么急啊[惊喜]反正我知道你的评论留不了多久哈哈	要不您这边给我友情赞助两千块？我给您做个绝育[好奇]，再做个碎蛋der手术	1	0	1
[赞]	婚姻、家庭、伦常的本质到底是什么呢？有一句马恩名言可以非常简单的加以回答，那就是“婚姻本质上是一种财产制度”。这帮子评论区急了的女士们，又一次充分说明了这一点。稍有常识的人都知道伦常无疑是有阶级性的，更没有什么自古以来的普遍道德。从历史的角度说道德是不断演变的，这一点尼采的《论道德的系谱》和维柯的《新科学》里都有论述，只不过前者比较装腔作势、后者比较质朴。马恩的相关经典更论述了道德不但从历史的角度上看是不断演变的，即使在特定的某一时间段之内、在一个社会里，在它的不同阶级的道德感也是完全不同的。这些在家私国和宣言里面写着呢，他们说的都很清楚了就不需要我多说了。当然，评论区女士们是热衷于把彩礼当做不可改变的“道德”的。社会的顶层早就意识到了这一点，因为它们从古至今的几千年里一直拥有财产。他们最清楚婚姻、家庭的本质无非是让他们的财产得以维持、得以传承甚至得以扩大。我的两片领地之间隔着另一个伯爵的大庄园，还有他在河上修的一座桥。我打了他六次都不是他的对手，现在他有个独眼的女儿要嫁给我儿子，还愿意拿这个庄园和这座桥当嫁妆。我儿子最好能老老实实的去当他女婿，否则我就自己去当他女婿，再生一个儿子继承领地。这就是贵族伦理观和道德观的基础。几千年来它一直有效，所以即使贵族们已经不再是传统的地主，摇身一变成了资本大亨，上层阶级的伦理观也始终没有变。可假如婚姻本质上是一种财产关系，伦理观说到底就是为了财产保值增值和有序传承。那么对根本没有财产的下层阶级来说这玩意有什么用呢？我是个牧羊人，她是个洗衣妇，我是个京杭运河边拉纤的，她是个卖菜卖鱼的。我们在阳光温暖的春天在河边相遇。后边发生了什么？你们不会找几首中世纪的民歌听听？你们不会找两本明朝的民歌集看看？“可是这道德么？““道德是什么鬼？”我是一个钢铁厂的工人，每天工作12个小时，早七点到晚七点，车间里噪音巨大（我说的是德意志帝国的钢铁厂），工伤频发、非死即伤，还没有什么像样的补偿（我说的是德意志帝国的钢铁厂）。她是一个酒吧的女招待，我下班带回一份厂里下午给的加肉面包，她带回一瓶酒。这时候本堂神父来敲门，表示“兄弟，我们来送婚姻进社区！”“不收费！”“来教堂办婚礼还送肥皂！”我想了很久，要不要在唯一的一个休息日早起起办婚礼好换些肥皂。她看了看我说“你爱找谁结婚找谁结婚，反正别找我！”于是我把门关上了。关上之后屋子里的其他人哈哈大笑，我让他们闭嘴老实睡觉，我还要办正事！这帮子评论区的女士，上不着天，下不着地。想女权又不想解放自己想保守又不敢遵从女德，只能压榨自己的“对象”实现自己的小资梦想，一被戳破就勃然大怒，整个社会是淤泥，就她们是一朵白莲花。全社会都欠他们一笔彩礼。	1	0	0
天天说别人普信男，爹味重，我看你的妈味更重	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	0	0	1
幼稚？这居高临下睥睨众生的爹味也太足了	我是不知道为什么现在还有人能说出结婚是两个人的事情，而不是两个家庭的事情，这种一看就幼稚的不行的话	1	0	1
嫁妆啊，还有如果你觉得很不公平的话，可惜倒插门呀，女方给你彩礼，这也是可以的[飙泪笑]	好，既然是两个家庭的事，那女方家庭做了什么呢	1	0	1
我的观念是，父母不干涉你们的婚姻并不意味着不是两个家庭的事情，很简单，打个比方，比如男方父母生病了，女方父母手上有更好的医疗资源，这时候肯定是会需要用到女方父母手上的医疗资源。或者你们的小孩要上学了，你们的父母手上有着更好的教育资源。再比如你们的父母需要你们的帮助，你是不是也不可能坐视不管？我当然也是非常坚定的支持父母不干涉子女婚姻者，但是这不意味着你以后原生家庭就不会影响到你的生活，我也非常坚定的支持子女结婚以后不要和父母同住，减少矛盾的发生，但是原生家庭的助力和原生家庭需要你们的助力，都是不可避免且客观存在的。	是两个人的事不代表就跟原生家庭断绝关系啊，逢年过节和有时候回父母那边难道就等同于结婚是两个家庭的事了？但是父母对两个人的婚姻不要干涉，这对两个结个婚的成年人来说是最合情合理的，尤其是婆媳矛盾，你见的还少吗？至于父母对子女的帮衬，首先我个人是不需要的，其次，如果有的子女买房什么的时候父母帮了，那我觉得以后也应该还回去的。	0	0	1
[尴尬]你说得都对，所以我就算成了女拳也是你们南拳逼的[为难]	[尴尬]这不是女拳正常对线？那你知道南拳怎么产生了吧？	1	0	1
因为她本身已经成功了啊[捂脸]	问题是你说的这些和让人家给钱有啥关系呢[惊喜]	1	1	0
人是没有自由的	。。。“本科这么闲不生孩子干嘛”。。绝了，我真是被这句话ex吐了，我突然理解张桂梅为什么把做家庭主妇的学生赶出校门了。我也不知道你上的什么本科，闲到可以十月怀胎，也不知道你和你男朋友什么感情就基础，好到几乎可以未婚先孕(差不多吧)，不上学给人生孩子带孩子去。顺便问一句，你们导员给你批产假嘛？班里有课是咋上的?活动都不参加，宿舍也不住嘛？生完孩子后你是在家带孩子还是孩子有人带你去上学呢？虽然，我觉得你考研也大概率考不上什么好学校，但是，也还是先祝福你能考上个985.211吧。要知道，很多同学本科好好学习，凭着身体好可以高强度备考，这还经常三战四战才考上呢。你说你身体不好，那你生孩子完后身体不是更不好了?能竞争得过人家年轻力壮的嘛？你这么早结婚生孩子，万一考研没考上，本科成绩又不太好，找不到好工作，没有良好的经济来源，时间一久男方要想离婚，你就是没钱没房没孩子孤家寡人一个了呀，还是说父母挣得多，你家完全不怕啊？不管你过得幸不幸福吧，什么叫本科这么闲为啥不生孩子?你以为那些医院里挣得多的女医生，IT行业挣得多的女程序员，法律界挣得多的女律师，还有各类女公务员，她们本科是闲过来的?她们咋不生个孩子去呢？	0	0	1
你才是真女权	我一个90后大学毕业了几年，身边的同学该结婚的结婚，该干嘛的干嘛，大部分同学结婚都选择了裸婚没要彩礼，我也不懂彩礼怎么就这么重要？自己的能力真就这么差，一定要彩礼才能结婚？	1	0	1
这当然是最好的，但也太过理想化，低估了人的惰性。我比较认同杨蒙恩求婚时候说的，没有天生的好人，只有文明的约束者。从这点来说，不要过高的期待，期待对方主动做甚至抢着做，十之八九最后会失望，谈清楚比不谈容易。	其实真正相处舒服的根本不需要这样谈，谁有时间谁做，都有时间一起做，甚至抢着做。如果都到了需要谈的地步了，那谈也没用了	0	0	1
这是彩礼的问题吗？看看他说的屁话，还女方家人各是各，只是座上宾，那不明摆着不放家人看嘛[白眼]就这鬼样还想娶媳妇，彩礼问题不说 就她说的这是人话吗？	慌了，慌了，小仙女慌了[惊喜]仙女们不是都不结婚的吗，彩礼和你们有啥关系[飙泪笑]	0	0	1
结婚不给彩礼=白嫖？是不是给了彩礼就是花钱嫖了？[捂嘴]第一次见到说自己是?的，宁该不会真从事这个行当吧？@慢性流浪	这评论，我怎么感觉都是我上辈人在知乎。我42，我觉得现代的年轻人就应该是这种想法才对。我就跟我女儿说，以后别提什么彩礼，感觉特别过时，我养你长大是希望你能独立自主，能自由翱翔，能好好感受这世界，知道自己想要的生活。我养你20年这是我的付出，也是我的责任，这不需要任何回报。唯一的回报就是你能过上自己想要的生活。老了也不需要你来赡养，把自己顾好就行。婚姻是这个世界上最难的事情之一，它需要好好经营，它就是两个人的事情，找到能幸福过一生的人真的很难，所以不要再有一些世俗的观念来给它负担。这年轻人我感觉才应该是当代年轻人该有的样子，可看评论觉得回到了旧社会的老农村。	0	1	1
我觉得ta说得很好，直接不结婚省多少事	人家理性探讨问题，你胡搅蛮缠	1	0	1
我有一句话提了彩礼？	在上海听都没听过彩礼，谈了三年恋爱没吵过一次架（现在结婚五年了，就装修房子闹过一次不愉快），见了她爸妈很喜欢我，我爸妈见了她也很喜欢。领了结婚证才知道她家内环三套房，她也才知道我家也有四套[惊喜]。彩礼？这不是物化女性卖女儿吗，进了家门直接没地位，买回来的越南媳妇既视感。结婚我爸妈和她爸妈都给了点钱作为我们新家庭的初始资金，这难道就是“彩礼”和“嫁妆”？	0	0	1
这样说你干嘛结婚呢	我这一天天跟我老公讲答主所说的道理，他也不听，我也是累得慌。	0	0	1
跟你姓你自己养呗，孩子叫我叔叔就行。	我可以接受不要彩礼，但孩子我十月怀胎要和我姓	0	0	1
丁全家都没意见，让你跟我说话了吗。自己说丁克就丁克，搞定全家人再来这狗叫吧，别结了婚到时候这个那个的什么丁都得破。	不好意思，我跟我女朋友都丁克，闭嘴吧您[惊喜][惊喜][惊喜]	0	1	1
可以有契约，但你要有个底线吧，不至于突破世俗人情吧？非要标新立异？文中的不去葬礼这是什么操作？朋友的葬礼都赶着去，对象的就可以不去，不去还很自豪，自己这叫平等，也不知道爸妈看到自己孩子如此孝顺该作何感想。	不是你不看我回的吗？我不是说了吗？这不是一个契约吗？就是双方在父母身体不舒服的时候都要选择去照顾。但是如果一方不照顾，另一方也不会去照顾。这我的意思就是这个呀。总不能说，女方照顾了男方父母，而男方却在女方父母的需要照顾的时候不来。亦或者是，男方照顾了女方父母，而男方父母需要照顾的时候，女方却不闻不问。这都是不可取的。关系就是利益交换。你若不仁，我何必义呢。最理想的状态是双方的契约就是双方都在彼此父母不舒服的时候选择照顾对方的父母。但是我还是那句话如果女方父母的儿子不尽责任。那他本身就可以不尽责任。相反，如果男方姐姐妹妹尽不到责任那女方本身也可以选择承担责任。这本来就是一个可选择性的。	0	0	1
